AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
4903185.0,731545.0,7278717.0,3017804.0,39512223.0,5758736.0,3565287.0,973764.0,21477737.0,10617423.0,1415872.0,1787065.0,12671821.0,6732219.0,3155070.0,2913314.0,4467673.0,4648794.0,1344212.0,6045680.0,6892503.0,9986857.0,5639632.0,2976149.0,6137428.0,1068778.0,1934408.0,3080156.0,1359711.0,8882190.0,2096829.0,19453561.0,10488084.0,762062.0,11689100.0,3956971.0,4217737.0,12801989.0,1059361.0,5148714.0,884659.0,6829174.0,28995881.0,3205958.0,623989.0,8535519.0,7614893.0,1792147.0,5822434.0,578759.0
