AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
963600,271550,1393475,630700,8051475,1210475,847200,188075,4441375,2020275,310400,328600,2561800,1387975,595775,581975,892100,895150,299375,1192675,1502725,1919675,1130550,613900,1129875,199825,407500,533800,311875,1775575,429950,3941225,2047050,155375,2315100,815675,841550,2682600,228650,891450,182025,1357425,5098825,579700,138025,1596425,1437825,395600,1082100,122000
936200,271350,1393475,629900,7963575,1204800,814525,188075,4332100,2017525,310200,320800,2481075,1360125,590900,581975,882400,894850,299375,1188700,1499450,1896800,1129850,609025,1116475,194325,407500,533800,298175,1773525,429950,3870175,1985050,155375,2293650,815675,840575,2592850,211850,826950,182025,1331775,5095175,579700,138025,1590575,1437825,387700,1080800,122000
911875,270250,1391475,593775,7822300,1162775,812325,182225,4318675,2017525,308300,319825,2455500,1351325,579200,564000,882200,894850,299375,1188600,1445425,1895500,1121000,601625,1058775,192125,405600,533800,298075,1770250,428675,3843300,1938075,155375,2293650,815475,840475,2540475,211650,779500,181725,1295675,5091325,579600,137925,1589875,1429050,387400,1080700,118875
861175,260300,1370175,581875,7607100,1110575,801325,183250,4258875,1914800,296250,310025,2327100,1291675,540375,553750,840400,882350,285800,1101200,1393725,1865325,1058225,570075,1021500,192125,398575,521200,277225,1688975,411350,3731300,1831875,143400,2151175,779400,831350,2437975,208350,732700,173275,1225075,5010525,554050,134075,1559275,1405100,380400,1059200,117475
823600,256900,1265950,580775,7385225,1045000,800225,162525,4217275,1840775,285950,282075,2207200,1206125,510550,492250,828800,880150,276600,1098275,1273975,1846625,975850,536625,962500,164650,386775,510200,267450,1480825,405500,3428000,1722275,143400,2070625,750525,801125,2322875,207950,712325,167975,1157375,4594050,531875,129875,1544150,1364750,380400,1045950,113175
804100,248500,1186000,540050,6963500,991075,740300,161525,3791925,1688075,263000,266475,2089050,1118350,510550,492250,747000,769750,254550,1029725,1247600,1639575,950250,515450,961525,163675,346375,427800,257700,1480825,364875,3378300,1718275,131625,1901750,734625,734950,2292500,192300,684700,161150,1156975,4402275,493525,116075,1387775,1208600,357000,926300,101650
804100,248500,1186000,540050,6963500,991075,740300,161525,3791925,1688075,263000,266475,2089050,1118350,510550,492250,747000,769750,254550,1029725,1247600,1639575,950250,515450,961525,163675,346375,427800,257700,1480825,364875,3378300,1718275,131625,1901750,734625,734950,2292500,192300,684700,161150,1156975,4402275,493525,116075,1387775,1208600,357000,926300,101650
804100,248500,1186000,540050,6963500,991075,740300,161525,3791925,1688075,263000,266475,2089050,1118350,510550,492250,747000,769750,254550,1029725,1247600,1639575,950250,515450,961525,163675,346375,427800,257700,1480825,364875,3378300,1718275,131625,1901750,734625,734950,2292500,192300,684700,161150,1156975,4402275,493525,116075,1387775,1208600,357000,926300,101650
799875,245700,1186000,535550,6773350,989075,668125,161525,3791925,1688075,262900,262275,2089050,1117350,507850,492250,747000,746550,254550,1011875,1247600,1639575,934400,495950,957550,163675,346175,425300,245000,1435750,364875,3378300,1718275,131625,1901750,700225,733875,2292500,178600,684700,153450,1108925,4244375,493425,116075,1387775,1172525,328600,926300,101650
799675,240325,1185700,516925,6438225,983225,666175,161525,3658975,1686125,262900,262275,2053325,1116375,471200,471775,746500,746550,254550,972225,1229075,1634000,931500,494975,945850,163675,344225,424800,244025,1433750,364775,3377325,1715675,131625,1899800,700225,706575,2203850,178600,683600,153450,1090300,4232675,492450,116075,1381375,1168625,328600,925800,97750
765150,229975,1181000,499325,6343925,940800,608600,154700,3658975,1638700,253150,245925,1986725,1106550,446825,470800,719200,746550,226275,958575,1156375,1629000,919975,484850,904250,157275,332525,417875,235250,1252250,356150,3241250,1643800,122150,1812025,675850,706575,2143150,176650,682700,147600,1043575,4214900,471575,113625,1370975,1163675,328600,922900,97750
680550,196975,1082050,467800,5670500,871875,574650,143775,3657775,1557175,246550,216975,1859850,1091375,415325,413350,684700,736850,221875,899675,1039775,1608250,824450,438100,824100,141650,297375,417175,226850,1235350,351050,2987075,1490350,122050,1717875,616775,684000,1987200,176150,659950,142500,990975,4092150,427225,109825,1306800,1129025,325100,900250,89450
659400,193150,1013375,453700,5666550,813400,578600,143775,3396350,1449800,227400,221550,1696575,931500,417900,413350,650150,648925,212125,884650,1060900,1362600,837550,425000,835400,141650,288375,368800,217100,1232525,317900,2932775,1423475,108050,1553900,594925,665325,1976925,173225,560150,130700,998875,3659550,401375,99750,1232350,1031400,305200,795050,85750
659400,193150,1013375,453700,5666550,813400,578600,143775,3396350,1449800,227400,221550,1696575,931500,417900,413350,650150,648925,212125,884650,1060900,1362600,837550,425000,835400,141650,288375,368800,217100,1232525,317900,2932775,1423475,108050,1553900,594925,665325,1976925,173225,560150,130700,998875,3659550,401375,99750,1232350,1031400,305200,795050,85750
659400,193150,1013375,453700,5666150,813400,578600,143775,3396350,1449800,227400,221550,1696575,931500,417900,413350,650150,648925,212125,884650,1060900,1362600,837550,425000,835400,141650,288375,368800,217100,1232525,317900,2932775,1423475,108050,1553900,594925,665325,1976925,173225,560150,130700,998875,3659550,401375,99750,1232350,1031400,305200,795050,85750
659400,192350,1012275,453500,5640225,813400,577625,143775,3220350,1448825,226800,221550,1658725,929900,398600,412375,650050,620425,211150,881675,1057000,1361500,834550,425000,834700,141650,288375,339900,203550,1231525,317800,2823575,1400375,106875,1553900,594925,614525,1973775,157525,558050,123800,953600,3659550,401375,99750,1186375,1005500,278400,793750,85750
655275,178075,1011375,453300,5547100,806950,571775,141825,3095850,1441025,226700,210750,1631775,925300,391575,405550,611050,620425,208225,851250,1018975,1359700,801775,418050,822850,138725,287400,339500,200625,1230550,314750,2812625,1399775,105900,1532450,592975,606725,1915350,153625,548750,123800,939650,3513450,399425,98775,1171750,1003550,278400,793050,82825
634000,170575,990000,406175,5452575,775050,543975,140850,3095850,1412450,217425,203225,1591000,920975,362875,392875,585500,620325,204325,820425,956800,1352100,787875,396550,750175,133025,284275,338525,190875,1207100,303625,2744450,1397275,96425,1507000,569575,599900,1817925,151675,548250,122825,886225,3505450,394250,96825,1179550,981050,278400,790400,82825
569000,162925,837200,394775,5340275,726450,515675,129250,3095350,1309850,210425,184025,1548950,900175,361575,348175,557975,602025,195925,786300,875825,1289025,689450,372050,665300,119500,238100,338025,180525,1091400,270725,2401900,1250900,86750,1406950,530675,589200,1636675,151675,519600,117725,838925,3342350,374850,92925,1172375,960800,278400,685100,71725
521225,155700,829500,368650,4906525,692700,492850,116325,2908275,1235775,191575,181100,1417250,841725,361475,348175,471000,543700,178450,742175,859175,1095675,680700,358100,661400,119500,238100,286950,162950,989900,257075,2395950,1246600,86750,1233075,496350,492450,1564125,149225,453250,106575,838825,3070825,341725,90000,1069725,846625,243100,610100,70750
521225,155700,829500,368650,4906525,692700,492850,116325,2908275,1235775,191575,181100,1417250,841725,361475,348175,471000,543700,178450,742175,859175,1095675,680700,358100,661400,119500,238100,286950,162950,989900,257075,2395950,1246600,86750,1233075,496350,492450,1564125,149225,453250,106575,838825,3070825,341725,90000,1069725,846625,243100,610100,70750
521225,155700,829500,368650,4906525,692700,492850,116325,2908275,1235775,191575,181100,1417250,841725,361475,348175,471000,543700,178450,742175,859175,1095675,680700,358100,661400,119500,238100,286950,162950,989900,257075,2395950,1246600,86750,1233075,496350,492450,1564125,149225,453250,106575,838825,3070825,341725,90000,1069725,846625,243100,610100,70750
519525,155500,822050,362050,4714625,671200,477250,116325,2616250,1235375,191375,181100,1209300,839925,338950,336475,466700,506200,176400,722625,854950,1094275,677100,346400,657700,119500,238100,281100,162950,951875,248300,2367075,1192375,86750,1222225,496350,487700,1465850,136225,453150,100275,798450,2884425,341725,84825,1067775,829950,231800,597225,69650
493125,154325,797550,361550,4379500,657250,435075,106600,2546050,1162275,189675,178175,1173325,816025,328600,312000,450175,492800,165175,685325,776400,1059275,652350,334800,621200,112125,238000,278175,155150,923300,237725,2213975,1157100,82850,1122300,490500,479325,1344375,127450,443375,99300,723825,2754800,337825,78875,992375,820875,231800,577325,67450
483275,150350,752250,334825,4169450,631400,430375,100375,2545050,1077375,154150,166850,1094000,741025,291075,265600,444325,485625,155800,628800,737550,1031100,595775,307950,572125,111625,237500,276775,145400,898550,225850,2057875,1118250,78150,1119175,455275,431450,1223250,122575,437675,95825,672825,2551125,319700,75950,962900,805000,231800,538325,62575
483275,152625,762050,334825,4260125,633200,430375,101075,2545050,1077675,174700,166850,1094000,741025,291375,265600,444325,486625,155900,628800,737550,1034400,595975,307950,572125,112025,237500,277575,145400,898550,236250,2057875,1118550,78350,1119175,455575,436250,1225350,122575,437675,102125,672825,2555125,319800,75950,962900,809175,231800,539025,62575
437400,149650,570425,316200,3537500,530875,362325,91250,2068575,1012800,154150,160075,1001325,641225,268800,262675,332450,367675,154825,563925,668725,985250,517200,238425,528200,98500,211200,211550,127225,683800,211050,1882925,998750,68675,1023200,420800,339950,1072850,108425,349150,93675,656350,2088125,280600,74000,851625,697050,231800,428650,58675
437400,149650,570425,297600,3537500,530875,328275,91250,2068575,1008000,154150,160075,1001325,641225,268800,262675,332450,367675,136875,563925,668725,775450,517200,233550,528200,98500,211200,211550,127225,657800,204550,1882925,998750,68675,966650,420800,335075,1070650,108425,349150,93675,656350,2088125,268175,74000,851625,696075,205475,425725,58675
437400,149650,570425,297600,3537500,530875,328275,91250,2068575,1008000,154150,160075,1001325,641225,268800,262675,332450,367675,136875,563925,668725,775450,517200,233550,528200,98500,211200,211550,127225,657800,204550,1882925,998750,68675,966650,420800,335075,1070650,108425,349150,93675,656350,2088125,268175,74000,851625,696075,205475,425725,58675
437400,149650,570425,297600,3537500,530875,328275,91250,2068575,1008000,154150,160075,1001325,641225,268800,262675,332450,367675,136875,563925,668725,775450,517200,233550,528200,98500,211200,211550,127225,657800,204550,1882925,998750,68675,966650,420800,335075,1070650,108425,349150,89775,656350,2088125,268175,74000,851625,696075,205475,425725,58675
427125,147975,569425,297600,3483275,530875,318425,91250,2059800,1006725,154150,160075,933000,628225,263925,262675,325625,367675,136875,562250,667750,775350,514400,219800,526725,96550,199500,207925,125275,656825,204550,1846550,929800,68675,962750,396700,326300,1046950,83150,316350,88375,603675,2084225,267000,69800,848700,573475,160975,425725,57700
370750,140075,568325,297600,3310750,529500,314525,89300,1676300,995900,142450,158125,906850,541775,263925,256775,324650,366975,136875,560200,627100,773850,503900,213025,525825,78350,181950,206950,124300,653900,181675,1671275,850800,66725,954950,380125,321425,1006925,82175,316350,88375,596800,1935550,266025,69800,844800,572500,160975,423725,57700
369775,137900,562025,274200,3271075,515250,250275,86750,1676300,934825,116250,151525,889575,539175,208875,192975,324650,365800,132575,551400,464925,769850,450800,211550,484575,78350,177075,206950,98150,653900,173375,1590300,833975,53525,754350,378175,321225,969625,80225,314850,83500,484600,1929700,256275,64925,795550,567625,160975,417325,47700
316575,124250,514250,250100,2763200,414800,246375,70650,1624625,766425,115250,108825,819325,518575,208875,192000,324550,333900,108775,377550,450300,767600,386725,189250,405950,71950,144675,205000,98150,638025,168725,1232975,648450,53525,746450,294425,262300,910500,79725,310850,68900,457400,1907175,211575,52550,639275,565475,160975,407575,41375
279750,92875,452875,225975,2312850,381075,218625,65350,1355775,684225,95700,108825,767600,428825,191675,191025,262950,296825,96475,370725,449125,664250,381025,159625,405850,71950,143400,187175,89375,577750,145525,1208600,648250,43950,645650,294425,262300,807850,72175,255450,67925,456900,1816850,207500,48550,556525,518450,126275,312075,41375
279750,92875,452875,225975,2312850,381075,218625,65350,1355775,684225,95700,108825,767600,428825,191675,191025,262950,296825,96475,370725,449125,664250,381025,159625,405850,71950,143400,187175,89375,577750,145525,1208600,648250,43950,645650,294425,262300,807850,72175,255450,67925,456900,1816850,207500,48550,556525,518450,126275,312075,41375
279750,92775,452875,225975,2312850,381075,218625,65350,1355775,684225,95700,108825,767600,428825,191675,191025,262950,296825,96475,370725,449125,664250,381025,159625,405850,71950,143400,187175,89375,571250,145525,1208600,648250,43950,645650,294425,262300,807850,72175,255450,67925,456900,1816850,207500,48550,556525,518450,126275,312075,41375
228025,86625,452275,213375,2284575,344700,211800,64375,1327500,615975,95200,102000,735025,409625,170225,182250,239550,296325,89650,353175,436050,664150,378125,138425,400750,69025,129775,170600,77075,536150,133625,1133525,646550,43950,575450,263000,254300,784550,70225,224750,58925,450975,1666950,191075,47575,544825,466775,126275,311775,39425
225325,82725,452175,193875,2237225,344200,210825,64375,1316775,569425,95200,102000,700250,409625,170225,182250,238575,294125,89650,347325,414500,663850,340250,134725,399550,69025,129775,167675,77075,528350,133625,1127675,646450,42975,573500,263000,252050,760675,69250,224750,58925,400075,1660950,191075,47575,544825,465800,126275,311275,37475
207575,81550,452175,175350,2169225,326900,206925,62425,1291425,530350,94300,94200,615125,408825,160150,173475,227850,294125,83800,345375,404725,658275,301175,127475,361225,66100,124900,165725,75125,488375,133525,1114025,641200,42975,559750,242525,227550,738675,67300,224250,54050,400075,1574550,171575,41725,539950,429525,126275,311175,34550
204650,75475,340950,154625,1786475,289450,182550,56575,1186775,508100,82925,82550,561850,353325,143575,159825,204450,235050,75025,279300,340325,412275,251750,111550,290625,59900,119825,150025,68300,453025,110550,987325,447425,40050,533775,229850,212925,600175,65350,185475,53075,305250,1139750,159450,39775,497775,418100,114575,211000,31625
153025,54975,298150,144225,1566700,277375,145150,50775,889875,407425,65250,68900,478975,353025,132850,141950,174750,187350,65750,260400,339350,411275,251650,110750,287600,46150,105900,115275,59900,403975,88700,843000,420775,35450,466500,208050,192450,471500,58750,156125,47975,302950,1122725,143950,34900,431975,312100,103375,187100,28125
153025,54975,298150,144225,1566700,277375,145150,50775,889875,407425,65250,68900,478975,353025,132850,141950,174750,187350,65750,260400,339350,411275,251650,110750,287600,46150,105900,115275,59900,403975,88700,843000,420775,35450,466500,208050,192450,471500,58750,156125,47975,302950,1122725,143950,34900,431975,312100,103375,187100,28125
153025,54975,298150,144225,1566700,277375,145150,50775,889875,407425,65250,68900,478975,353025,132850,141950,174750,187350,65750,260400,339350,411275,251650,110750,287600,46150,105900,115275,59900,403975,88700,843000,420775,35450,466500,208050,192450,471500,58750,156125,47975,302950,1122725,143950,34900,431975,312100,103375,187100,28125
153025,54975,298150,144225,1566700,277375,145150,50775,889875,407425,65250,68900,478975,353025,132850,141950,174750,187350,65750,260400,339350,411275,251650,110750,287600,46150,105900,115275,59900,403975,88700,842025,420775,35450,466500,208050,192450,471500,58750,156125,47975,302950,1122725,143950,34900,431975,312100,103375,187100,28125
152050,54775,298150,144225,1566700,277375,145150,48825,755325,406450,65250,66950,475075,353025,132850,141950,174750,187350,65750,260400,337400,411275,251250,110750,282725,46150,88350,115275,59900,403975,88700,842025,419300,28625,465525,174900,189525,467600,57775,156125,47975,301000,1117850,143950,33925,329600,312100,86800,184175,23250
148150,48250,297350,116825,1536275,221100,145150,38100,749475,399125,65250,58750,430925,288900,120175,108600,161850,187350,56975,247725,251400,379400,156900,94750,234425,41250,70325,110400,53075,342550,88600,817525,381575,28425,440075,162875,160825,443475,46075,154025,36175,297100,981125,110800,29050,322775,298450,86800,183075,21300
142725,48050,236325,95075,1271100,188625,139300,31325,741650,312825,49750,47375,380850,207650,111300,108600,146525,149775,53075,212050,211350,284075,138950,59050,157825,33900,63500,98600,50150,330200,63225,616275,304625,26475,429150,124700,134500,307925,41975,110925,33250,204725,793325,104925,26125,259600,278350,72175,126325,20225
142725,45250,194225,88775,1069225,172325,116200,31325,588950,301725,38850,47375,231250,164450,82350,91800,120725,141675,44675,184250,211350,280875,136100,58075,152425,33900,63500,81100,41750,279900,59725,609575,295625,21975,359850,124700,133525,291825,34375,106825,28250,163325,659025,83225,22125,259600,221150,60875,123125,16725
142725,45250,194225,88775,1069225,172325,116200,31325,588950,301725,38850,47375,231250,164450,82350,91800,120725,141675,44675,184250,211350,280875,136100,58075,152425,33900,63500,81100,41750,279900,59725,609575,295625,21975,359850,124700,133525,291825,34375,106825,28250,163325,659025,83225,22125,259600,221150,60875,123125,16725
142725,45250,194225,88775,1069225,172325,116200,31325,588950,301725,38850,47375,231250,164450,82350,91800,120725,141675,44675,184250,211350,280875,136100,58075,152425,33900,63500,81100,41750,279900,59725,609575,295625,21975,359850,124700,133525,291825,34375,106825,28250,163325,659025,83225,22125,259600,221150,60875,123125,16725
142725,45250,194225,88775,1069225,172325,116200,31325,588950,301725,38850,47375,231250,164450,82350,91800,120725,141675,44675,184250,211350,280875,136100,58075,152425,33900,63500,81100,41750,279900,59725,609575,295625,21975,359850,124700,133525,291825,34375,106825,28250,163325,659025,83225,22125,259600,221150,60875,123125,16725
142725,45150,193025,88775,1068250,172325,110700,31325,588950,301725,37950,47375,231250,164450,82350,91800,120725,141675,44675,184250,182350,278575,136100,58075,152425,33900,63500,81100,41750,279900,59225,609575,295625,21975,348550,124700,133525,291825,34375,106825,28250,163325,659025,83225,22125,259600,221150,60875,123125,12625
83000,42175,169825,68975,808875,163350,64875,16075,427850,161650,33450,19900,175475,96050,73375,82050,98250,110875,31575,55025,131800,166775,81900,35175,123625,19375,59300,62100,39800,110550,49025,542250,218725,21000,311550,122500,130625,169375,21850,69225,27275,90250,326700,27925,15725,130875,99950,60875,89825,6925
57875,36900,120325,49775,597800,59100,53600,14500,266650,113125,33450,14050,136475,91175,25375,32375,46275,82600,20675,44300,80075,105800,46800,19575,106325,12550,28700,37250,13650,75725,35025,246575,113400,9025,167175,47825,51100,154225,12950,65325,10100,75650,244350,25000,12625,113425,62900,21075,84825,4975
39000,26325,58500,25350,326625,46800,35100,8775,186225,74100,4875,13650,109200,55575,16575,24375,28275,39000,11700,22425,59475,84825,46800,12675,51675,9750,15600,27300,10725,61425,17550,151125,85800,6825,89700,37050,36075,111150,9750,42900,7800,56550,224250,23400,6825,72150,62400,16575,49725,4875
39000,26325,58500,25350,326625,46800,35100,8775,185250,74100,4875,13650,109200,55575,16575,24375,28275,39000,11700,22425,59475,84825,46800,12675,51675,9750,15600,27300,10725,61425,17550,151125,85800,6825,89700,37050,36075,111150,9750,42900,7800,56550,224250,23400,6825,72150,62400,16575,49725,4875
39000,26325,58500,25350,326625,46800,35100,8775,185250,74100,4875,13650,109200,55575,16575,24375,28275,39000,11700,22425,59475,84825,46800,12675,51675,9750,15600,27300,10725,61425,17550,151125,85800,6825,89700,37050,36075,111150,9750,42900,7800,56550,224250,23400,6825,72150,62400,16575,49725,4875
39000,26325,58500,25350,326625,46800,35100,8775,185250,74100,4875,13650,109200,55575,16575,24375,28275,39000,11700,22425,59475,84825,46800,12675,51675,9750,15600,27300,10725,61425,17550,151125,85800,6825,89700,37050,36075,111150,9750,42900,7800,56550,224250,23400,6825,72150,62400,16575,49725,4875
39000,26325,58500,25350,195000,46800,15600,8775,118950,22425,4875,2925,47775,4875,5850,24375,12675,39000,5850,1950,59475,9750,6825,12675,45825,9750,15600,17550,4875,9750,17550,90675,20475,6825,9750,33150,4875,31200,4875,42900,7800,975,94575,9750,3900,72150,31200,16575,49725,4875
39000,12675,58500,22425,148200,34125,13650,975,118950,5850,975,2925,47775,3900,5850,24375,11700,35100,5850,1950,39975,4875,6825,12675,45825,9750,13650,17550,4875,9750,10725,87750,20475,6825,9750,33150,4875,19500,4875,41925,7800,975,94575,9750,3900,72150,31200,16575,32175,4875
6825,4875,21450,3900,33150,8775,2925,975,48750,5850,975,1950,47775,1950,1950,12675,2925,2925,1950,1950,5850,3900,1950,4875,10725,1950,4875,13650,4875,3900,8775,10725,8775,3900,1950,17550,1950,7800,1950,5850,3900,975,19500,2925,1950,18525,9750,10725,9750,1950
