AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
7935800,1300725,12062310,4903950,72484765,10403005,7020885,1896105,39408285,17728505,2864470,2823790,22108865,10449480,5460425,4891575,7215525,6763450,2741820,12547640,13753030,17101050,10313950,4510385,9496225,1684155,3252610,4844250,2758180,17509825,3719165,36837385,18070080,1175490,18773745,6099090,8146665,24407395,2104235,8546355,1542185,10482210,50202395,5141750,1349210,16057155,14453195,3412435,9563275,832715
7929510,1298855,12016120,4888870,72187615,10379085,7009885,1889005,39242385,17676805,2862880,2816590,22003925,10405770,5453935,4876755,7188945,6748110,2725850,12514340,13707690,17001930,10281050,4499295,9478515,1676425,3242260,4833180,2746790,17484285,3707185,36670875,18043640,1174070,18680895,6095730,8132695,24301445,2103635,8538515,1536445,10430010,50045545,5129730,1341540,16016985,14413975,3406685,9550215,827475
7894870,1290115,11948160,4856200,71534555,10314095,6935615,1885035,39008865,17610935,2850820,2792720,21898255,10267000,5381675,4853495,7145935,6721780,2713490,12366150,13563390,16853470,10094190,4483215,9414505,1668645,3214650,4809690,2717910,17334295,3688745,36401405,17959160,1164530,18559105,6083560,8079265,24153595,2084695,8467965,1527585,10376700,49717965,5085980,1322810,15841765,14265985,3400135,9458955,824405
7866010,1289415,11875480,4842600,71475695,10297835,6921565,1880895,38919675,17556895,2845210,2782680,21789595,10246880,5371035,4845935,7118965,6695020,2700850,12344110,13522470,16759460,10039850,4474265,9396215,1665325,3195650,4800170,2700850,17272705,3654855,36218565,17893360,1164030,18498615,6048270,8072925,24070415,2075095,8424735,1523115,10344940,49437205,5062460,1321910,15822135,14221055,3396865,9379555,820505
7868950,1289555,11884300,4853660,71498885,10299095,6925945,1882015,38941975,17559415,2846330,2783520,21800095,10250710,5371735,4847395,7122045,6704260,2700850,12348050,13537870,16761140,10042420,4479865,9399435,1665325,3196850,4802530,2700990,17275555,3657235,36238675,17903560,1164170,18499735,6052050,8077405,24092535,2075515,8433135,1523675,10355880,49488445,5065540,1323590,15834735,14232785,3414545,9388095,821905
7895690,1290675,11899120,4879700,71539745,10310215,6930805,1883695,39037335,17594455,2847390,2787440,21820445,10263030,5378035,4856915,7136885,6740800,2702110,12356170,13552150,16768180,10049700,4494225,9425475,1667705,3200970,4812310,2703090,17289135,3660875,36272085,17930700,1164450,18507155,6075340,8082865,24110735,2076215,8440975,1524655,10372540,49524075,5068320,1324010,15846355,14237445,3418845,9395795,822045
7902810,1291135,11903880,4877020,71475395,10313535,6919185,1885655,39027525,17619375,2850620,2785190,21816755,10259750,5337155,4859615,7136765,6748560,2696630,12328530,13541520,16752280,10044680,4491905,9421665,1667325,3202830,4818610,2695150,17283115,3657855,36224955,17931260,1158890,18495595,6074390,8093835,24118245,2076275,8439725,1522975,10375960,49546645,5069420,1320250,15820055,14239885,3417495,9396555,822325
7880350,1281415,11857580,4871540,71231045,10264195,6884475,1876175,38857805,17530925,2830120,2770290,21632335,10220060,5315295,4840995,7112385,6732870,2682360,12291670,13475520,16647430,9995440,4474705,9391535,1662025,3169720,4798790,2667170,17199085,3651795,36004965,17877500,1153520,18384655,6059580,8046365,23974275,2072145,8411045,1506205,10320500,49398665,5045810,1320810,15756175,14156605,3406605,9354055,817415
7870000,1275585,11802250,4868170,70974175,10201995,6838345,1865905,38730695,17452925,2820800,2757390,21543985,10149330,5299485,4824545,7074145,6704100,2676680,12245420,13418760,16563560,9930610,4463545,9338355,1654065,3148640,4775560,2648960,17079155,3633205,35787295,17848100,1151420,18327435,6036020,8013745,23839575,2054295,8370005,1496165,10289030,49203795,5021470,1309140,15686355,14040315,3394645,9332965,815645
7834540,1272385,11729770,4857070,70629795,10151485,6803905,1859875,38559025,17344405,2816070,2752700,21492285,10114580,5293655,4796995,7050425,6666280,2665000,12166700,13368740,16473840,9858500,4457415,9291315,1645705,3135320,4774470,2640760,17008125,3618895,35666865,17711400,1147730,18234375,6019250,7983905,23777055,2041815,8315745,1489515,10250410,49037875,4982170,1301670,15628535,13976625,3379485,9291735,813665
7802940,1269085,11680640,4839070,70222965,10087265,6789385,1847815,38410545,17296905,2808570,2741310,21451285,10075260,5284305,4770175,7026525,6651150,2642860,12106590,13320110,16365490,9786020,4436955,9252205,1631855,3128720,4757360,2626110,16918645,3599385,35466565,17641080,1141360,18175315,5991910,7953005,23598985,2020495,8300135,1484805,10212170,48860105,4969270,1295970,15561375,13915795,3371505,9222535,812765
7847520,1269725,11718130,4877430,70403965,10105605,6806625,1856355,38538075,17343825,2809500,2743520,21492595,10101390,5286315,4782995,7046495,6711910,2644450,12124970,13342090,16400130,9797640,4470015,9295655,1633535,3136560,4770660,2634600,16956675,3607085,35551375,17691300,1141360,18198005,6008460,7955455,23661345,2024085,8329255,1483165,10256940,49043325,4974700,1298770,15593805,13937215,3381025,9243335,814305
7847520,1269725,11718130,4877430,70403965,10105605,6806625,1856355,38538075,17343825,2809500,2743520,21492595,10101390,5286315,4782995,7046495,6711910,2644450,12124970,13342090,16400130,9797640,4470015,9295655,1633535,3136560,4770660,2634600,16956675,3607085,35551375,17691300,1141360,18198005,6008460,7955455,23661345,2024085,8329255,1483165,10256940,49043325,4974700,1298770,15593805,13937215,3381025,9243335,814305
7847520,1269725,11718130,4877430,70403965,10105605,6806625,1856355,38538075,17343825,2809500,2743520,21492595,10101390,5286315,4782995,7046495,6711910,2644450,12124970,13342090,16400130,9797640,4470015,9295655,1633535,3136560,4770660,2634600,16956675,3607085,35551375,17691300,1141360,18198005,6008460,7955455,23661345,2024085,8329255,1483165,10256940,49043325,4974700,1298770,15593805,13937215,3381025,9243335,814305
7847520,1269725,11718130,4877430,70403965,10105605,6806625,1856355,38538075,17343825,2809500,2743520,21492595,10101390,5286315,4782995,7046495,6711910,2644450,12124970,13342090,16400130,9797640,4470015,9295655,1633535,3136560,4770660,2634600,16956675,3607085,35551375,17691300,1141360,18198005,6008460,7955455,23661345,2024085,8329255,1483165,10256940,49043325,4974700,1298770,15593805,13937215,3381025,9243335,814305
7847520,1269725,11718130,4877430,70403965,10105605,6806625,1856355,38538075,17343825,2809500,2743520,21492595,10101390,5286315,4782995,7046495,6711910,2644450,12124970,13342090,16400130,9797640,4470015,9295655,1633535,3136560,4770660,2634600,16956675,3607085,35551375,17691300,1141360,18198005,6008460,7955455,23661345,2024085,8329255,1483165,10256940,49043325,4974700,1298770,15593805,13937215,3381025,9243335,814305
7827970,1265915,11682210,4850310,70017905,9989675,6781355,1849875,38332495,17238705,2789610,2732430,21325865,10055970,5202495,4739995,7019905,6707230,2626450,12045920,13281130,16343680,9704890,4455535,9270945,1625575,3115630,4744700,2619490,16854585,3590125,35392575,17618970,1122690,18129145,5994670,7921355,23507595,2015155,8316315,1481855,10225030,48702115,4934870,1291090,15504115,13841085,3374515,9213885,809935
7818860,1261275,11655260,4841270,69694765,9945385,6721725,1848075,38257155,17213975,2780590,2710250,21226345,10007970,5197475,4720345,6963935,6699390,2596280,11964250,13213440,16287540,9542710,4444235,9220055,1624775,3108990,4739800,2614020,16756085,3573155,35113505,17596250,1121890,18093015,5987760,7875165,23433855,1999985,8286265,1474145,10201600,48607225,4926360,1276670,15408435,13803875,3371815,9183345,808665
7822360,1261275,11660880,4844570,69720235,9947385,6725585,1848595,38267855,17219015,2781150,2710970,21233465,10011510,5198515,4722865,6965855,6703530,2596380,11965590,13213960,16292820,9544130,4446715,9226515,1624975,3110470,4740740,2614360,16762345,3573635,35126945,17601850,1121890,18099395,5993220,7876865,23441955,2001385,8290505,1474385,10203290,48629425,4928180,1276670,15413275,13807795,3373475,9188185,809065
7825960,1261415,11665820,4846390,69749215,9948285,6723485,1848455,38273365,17221615,2785170,2711070,21237825,10015590,5199815,4725785,6966985,6711290,2595440,11963710,13212100,16295130,9546390,4448115,9229455,1625215,3110970,4741670,2614680,16757685,3574595,35131385,17606790,1121890,18101055,5995620,7877505,23441785,2001525,8293885,1474485,10205640,48640455,4927500,1275470,15418715,13809255,3373975,9193145,809305
7781660,1254495,11593260,4798310,69059415,9886505,6683695,1840285,38105285,17086115,2778750,2704880,21116575,9945030,5159205,4696815,6938825,6689040,2582580,11894120,13122760,16202120,9489410,4428425,9184075,1618635,3084610,4707920,2597740,16655165,3551365,34952435,17446020,1120610,17996345,5956410,7856685,23326455,1994685,8222665,1465745,10153730,48390995,4898240,1263790,15331485,13745375,3369625,9160855,802835
7750770,1253955,11552250,4785710,68761895,9802245,6672845,1838355,37938145,17036635,2760410,2697780,20963965,9900260,5143365,4666365,6919735,6670210,2577840,11856630,13097470,16102160,9436010,4408135,9134895,1611445,3068200,4691200,2581570,16579575,3529635,34857485,17392190,1118420,17882845,5929730,7815485,23206725,1981905,8211935,1463795,10095640,48207165,4872560,1265430,15235915,13637535,3362795,9104875,801755
7723600,1247855,11493710,4759540,68477715,9753095,6649925,1827855,37769365,16894865,2753510,2691480,20901465,9798470,5121405,4631805,6883645,6638170,2557440,11814530,13024030,15969580,9384320,4391105,9056775,1606775,3055980,4661630,2553830,16549715,3516225,34735745,17330310,1112350,17777215,5897500,7785645,23006235,1980025,8197245,1456725,10055510,48016315,4834040,1254830,15205095,13563805,3352765,9071865,800555
7696280,1244055,11464240,4754740,68206125,9679995,6623885,1826155,37598455,16798805,2738800,2683700,20805235,9772010,5112695,4609435,6836455,6614650,2551020,11751910,12964340,15908600,9329680,4371485,9025345,1601925,3047950,4652750,2542130,16351035,3501615,34601375,17259860,1109080,17728785,5883870,7776235,22929045,1971525,8163845,1455375,10025240,47765235,4817850,1253460,15150605,13528055,3346545,9036455,799955
7679330,1240245,11456920,4743740,67802905,9635355,6560075,1824855,37506095,16772735,2723110,2655500,20710155,9752140,5101445,4607335,6787265,6587480,2547600,11709970,12907980,15866340,9290660,4362125,9002115,1598625,3043090,4623430,2531120,16270345,3479745,34470215,17154460,1108080,17677495,5875130,7758515,22811595,1960955,8114975,1451665,9994590,47614395,4801200,1245650,15023025,13397335,3325145,8996335,798655
7680930,1240245,11460800,4746240,67813305,9637955,6561515,1825195,37511755,16775595,2723450,2656280,20715375,9753520,5102885,4608435,6787565,6589480,2547600,11710610,12908840,15867020,9291260,4363925,9006415,1598925,3043690,4624730,2531120,16271525,3480245,34476715,17157740,1108380,17679175,5876430,7758815,22813375,1960955,8115815,1451805,9995590,47627595,4801900,1245950,15026785,13399535,3325445,8997615,798655
7683490,1240685,11464260,4749940,67811785,9639275,6556395,1825335,37520435,16779615,2724110,2656520,20718635,9756100,5103805,4610835,6787125,6590850,2548320,11709570,12910740,15868250,9288840,4365165,9010935,1598925,3044430,4625890,2531220,16272625,3480345,34482275,17160000,1108380,17680615,5878310,7759215,22816825,1961375,8117815,1451605,9997810,47645235,4801800,1243830,15026105,13401775,3326285,8998515,798935
7664290,1237545,11408370,4703280,67532305,9567245,6537075,1810465,37327855,16735735,2710800,2650630,20561215,9731780,5072535,4601585,6766205,6575930,2529830,11612240,12795880,15768010,9187020,4349735,8977975,1593135,3037080,4613900,2505740,16220585,3464255,34235055,17071880,1108080,17609305,5810990,7700905,22731135,1959415,8103545,1437445,9930850,47394675,4770000,1237990,14958015,13344185,3320755,8916585,796495
7572650,1231935,11323430,4672550,67047845,9489135,6498415,1795325,36829085,16595545,2701860,2633950,20324385,9661230,5044615,4569475,6711345,6539030,2509570,11536130,12717030,15667640,9114860,4293955,8905895,1574645,3015360,4563590,2483130,15990435,3450005,33982045,16981440,1098230,17422785,5768790,7674865,22574585,1951605,8069585,1431885,9840280,47151155,4725180,1233600,14849135,13292665,3295765,8858425,790695
7504060,1226085,11197660,4632070,66034425,9358475,6453635,1771105,36637745,16464675,2689050,2595870,20181425,9578780,4978825,4528865,6650315,6496870,2495050,11466540,12604760,15558970,9056350,4261035,8836355,1565445,2983620,4523710,2457020,15821565,3422955,33472255,16875440,1094830,17275115,5632820,7611605,22186985,1942655,8029425,1423135,9675300,46851965,4646560,1228810,14765625,13141925,3277485,8783485,784905
7456320,1219685,11145560,4605820,65558965,9299635,6405345,1768425,36303255,16396995,2676660,2576300,20058495,9478320,4920995,4480155,6626815,6480740,2468160,11320030,12455120,15428290,8961860,4234505,8731335,1553115,2947380,4501510,2438530,15716475,3391665,33186845,16716820,1091870,17106875,5577170,7547345,22011795,1905745,7967785,1409635,9606290,46500495,4619740,1216340,14592035,13056655,3245205,8745225,779965
7423960,1213565,11101560,4599360,65357785,9272295,6388425,1763365,36187235,16333295,2656240,2561740,19974915,9418820,4836315,4421735,6573275,6413520,2459400,11272910,12386140,15274970,8915880,4225625,8696155,1546615,2934560,4481390,2435370,15647575,3361245,33086785,16624290,1080390,17075575,5544410,7517725,21904415,1900305,7910725,1397995,9589910,46164335,4593120,1208620,14514675,12997615,3238705,8677785,772165
7423960,1213565,11101560,4599360,65359485,9272295,6388425,1763365,36186955,16334095,2656240,2562020,19974915,9418680,4836315,4421735,6573275,6413380,2459400,11272910,12386140,15267770,8915880,4225625,8696155,1546615,2934560,4481390,2435370,15647575,3361245,33087485,16624290,1080390,17075575,5544410,7517725,21904415,1900305,7910725,1397995,9590050,46164335,4593120,1208620,14514675,12997895,3238705,8677785,772165
7407740,1212765,11084480,4586620,65236465,9259075,6366745,1760605,36053575,16178355,2657140,2556000,19877655,9416220,4836015,4421495,6551915,6393000,2457580,11262690,12373460,15213550,8903720,4225405,8692735,1544795,2933200,4471530,2432370,15643415,3356665,33056425,16561840,1080390,17058895,5538570,7506825,21905315,1899105,7898065,1396895,9587450,46081175,4578000,1208460,14501455,13002895,3240105,8632605,769385
7401100,1213025,11062640,4581620,65008065,9251875,6340565,1759225,35963115,16170085,2653600,2553640,19845715,9388660,4811295,4398335,6544695,6388520,2446340,11187890,12335020,15182710,8870080,4209985,8668875,1541595,2917760,4438770,2425130,15556795,3347905,32891165,16548780,1078510,17003035,5517950,7484325,21823595,1888745,7842345,1389615,9536750,45978465,4562260,1199900,14392475,12938695,3228725,8621645,767505
7354360,1205905,10983690,4541840,64564425,9180795,6313465,1751025,35811375,16140575,2650720,2545900,19794005,9352340,4791355,4390635,6527155,6376440,2433380,11165390,12306680,15156510,8847640,4199185,8642875,1534775,2902640,4431190,2414650,15509875,3341705,32818565,16498620,1064410,16944425,5509330,7457105,21738935,1886925,7830205,1377835,9501730,45584605,4509380,1194400,14326315,12854035,3224325,8581805,761085
7316580,1198225,10927290,4484700,64092085,9117455,6276725,1740405,35710335,16090095,2642060,2525520,19720925,9247420,4755275,4315615,6485515,6308500,2406780,11035790,12211280,15009670,8766980,4169565,8611575,1519875,2855740,4407550,2388020,15334735,3307895,32599455,16344910,1058810,16833085,5457310,7430085,21503995,1864025,7755515,1372495,9451830,45361985,4501350,1184820,14218415,12755055,3199005,8520405,757105
7302580,1182405,10846160,4463040,63698565,9053475,6225545,1727825,35618895,15952315,2621960,2502170,19572265,9161020,4727195,4294555,6423275,6253320,2394280,11010650,12157720,14891920,8668360,4127705,8537835,1503175,2849060,4397970,2384880,15284435,3283115,32385925,16201970,1049610,16667145,5437180,7398905,21343675,1858785,7676855,1352915,9423810,44898615,4448630,1172960,14128215,12672705,3189905,8433945,748105
7263250,1155005,10822530,4451610,63306225,9022615,6209215,1708665,35504825,15807245,2573660,2475920,19510615,9121710,4712175,4255715,6386475,6227860,2382790,10957320,12060960,14779060,8653890,4109735,8506665,1488865,2831460,4368360,2353690,15175075,3257755,32213095,16053970,1027300,16543315,5424410,7330525,21151485,1851795,7662265,1348145,9397820,44753685,4432670,1166180,14043495,12580695,3175295,8343035,742865
7266450,1155005,10824600,4454210,63317305,9024035,6211115,1708865,35515625,15815485,2573760,2477340,19514815,9124410,4714875,4258815,6388275,6230460,2383090,10957720,12061860,14782960,8656090,4112335,8510365,1489065,2832860,4370460,2353890,15176475,3259655,32217445,16061070,1027300,16544075,5427550,7331425,21155025,1851895,7664965,1348445,9399820,44773525,4434170,1166880,14044995,12581595,3176695,8346235,742965
7264740,1155265,10826310,4455410,63316725,9025195,6208875,1708865,35515415,15816775,2572790,2477020,19517695,9125710,4714875,4259115,6387905,6233640,2382950,10953240,12061430,14782090,8656790,4113235,8511265,1488095,2833280,4369890,2353890,15160695,3259655,32222585,16063170,1027300,16545175,5429150,7330455,21157695,1851895,7665865,1348745,9401140,44779195,4434510,1165710,14039405,12585615,3176695,8346635,743065
7220460,1153055,10763780,4414670,62817125,8976225,6152795,1698295,35239695,15638285,2568600,2464110,19382615,9065700,4693015,4229105,6356215,6164750,2363080,10832830,11899300,14698110,8603110,4089245,8468015,1478305,2820810,4346320,2338640,15078635,3235535,32018665,15905890,1018620,16474045,5377410,7288435,21036165,1838005,7588405,1337595,9338640,44492685,4404140,1148620,13872115,12520855,3156975,8258605,738615
7163060,1140925,10673230,4360520,62407505,8906305,6086525,1672295,35008925,15557365,2553310,2434900,19187775,8990870,4667935,4189435,6280145,6130320,2338330,10771710,11807440,14572780,8530430,4054645,8411045,1464145,2782630,4301670,2313470,14948525,3209565,31798375,15736130,1015540,16313635,5320800,7200945,20803935,1826245,7536555,1324315,9246800,44221085,4355130,1144350,13750915,12357105,3137555,8164205,731765
7123260,1135685,10579670,4350700,61979205,8829675,6040955,1657815,34931055,15472285,2528230,2416460,19112595,8957570,4636035,4179155,6240815,6100610,2327320,10695110,11741180,14457510,8476800,4041645,8334485,1446885,2769970,4267880,2278770,14837985,3196735,31602965,15667170,1004390,16117895,5303280,7163565,20584245,1819275,7497605,1313975,9213340,44055335,4328350,1140020,13685285,12222455,3132935,8110185,723265
7069650,1134615,10512540,4326450,61579135,8770825,6007045,1642375,34728575,15381505,2503510,2396700,19000955,8903050,4563315,4151605,6204035,6082060,2308490,10617120,11667690,14329880,8441480,4021275,8280715,1438095,2744840,4257240,2268450,14789125,3151915,31449815,15503720,998540,16011445,5281030,7126045,20498415,1796815,7409435,1295605,9163910,43892075,4280270,1133310,13619725,12154955,3123975,8072765,717185
7058840,1130765,10500600,4323790,61486935,8761605,5979585,1632535,34664565,15353515,2490360,2383680,18958985,8881960,4521285,4148765,6185465,6065500,2302770,10598410,11646150,14303410,8428160,4009685,8275355,1435885,2740510,4254060,2265530,14739795,3142365,31361205,15385870,997460,15993115,5266460,7108555,20443185,1794565,7398485,1290315,9149530,43802845,4278230,1128950,13560485,12133655,3121575,8043745,716045
7061780,1130625,10503020,4325610,61499605,8765245,5979725,1632535,34669605,15356735,2490360,2383960,18960385,8882940,4522545,4149605,6186305,6066200,2302770,10599110,11646710,14303690,8428860,4011785,8277595,1435885,2741630,4257280,2266650,14740915,3143205,31361765,15388530,997460,15993535,5268280,7108975,20442995,1794565,7399185,1290315,9150650,43815445,4278930,1129090,13560765,12133095,3121715,8045285,716185
7062480,1131045,10503880,4326450,61500045,8765385,5976495,1632535,34671185,15359675,2490360,2384100,18962345,8885460,4523245,4150585,6187985,6067040,2302770,10594710,11641560,14305980,8429420,4012065,8278295,1435885,2742330,4257280,2266650,14738945,3143205,31365035,15391890,997460,15995775,5268420,7109115,20445385,1794565,7399605,1286805,9151930,43819645,4278930,1129090,13562305,12139625,3121715,8045235,716325
7045270,1128425,10471530,4290340,61321935,8747685,5959195,1629445,34507895,15339265,2473120,2373300,18889835,8819650,4500875,4138455,6163365,6047370,2276840,10553790,11621650,14231270,8355900,3994565,8263765,1428465,2731190,4240960,2262200,14719225,3124925,31217475,15353510,994740,15940845,5245690,7075885,20400035,1786595,7351775,1281075,9119650,43656335,4263020,1123010,13480695,12082075,3104085,8011125,712015
6999770,1125115,10410270,4256950,61020085,8677815,5924555,1618635,34307395,15252615,2458470,2364980,18806625,8771310,4483895,4067815,6109095,6020180,2258990,10514070,11543950,14151580,8312810,3969225,8210105,1425045,2713480,4212770,2248800,14605965,3112415,31039975,15282030,990780,15858435,5195210,7041465,20285625,1779595,7313425,1272815,9051280,43443245,4223310,1120670,13405045,11999595,3079635,7923035,705375
6981680,1120305,10370610,4232540,60856555,8632545,5897165,1612475,34199745,15191605,2455760,2355800,18760535,8751810,4479145,4053805,6084385,6005010,2251640,10467170,11483550,14104550,8263970,3962095,8174025,1416995,2695850,4199220,2240560,14543675,3100995,30913935,15236810,987440,15746665,5186540,7009005,20156785,1764925,7300675,1265955,9033920,43329345,4214640,1118150,13351725,11947645,3073295,7905825,702365
6946650,1111295,10342680,4229760,60724715,8604365,5884625,1611915,34133325,15170585,2444800,2345260,18710655,8732130,4465395,4048305,6076805,5992740,2250270,10437680,11456890,14053130,8232320,3954115,8156765,1410075,2684450,4194520,2237520,14521075,3075365,30894265,15184710,974980,15723315,5184640,6997725,20123205,1760085,7283505,1262425,9023790,43246165,4211190,1112000,13336115,11910605,3065085,7890545,700195
6936920,1109985,10330730,4221540,60539335,8590155,5867685,1611495,33982635,15126695,2437840,2341980,18690775,8702900,4450505,4037235,6055725,5988410,2246450,10422400,11427050,14035320,8214260,3949315,8145525,1408355,2681010,4193840,2231230,14497595,3071515,30758905,15134680,974840,15687135,5180650,6981105,20071235,1758435,7251695,1258785,9011760,43186295,4194230,1109520,13308515,11879215,3063495,7882715,698585
6937340,1109985,10332930,4224440,60551305,8592465,5867685,1611495,33983195,15126975,2437840,2342400,18691755,8702900,4450505,4037655,6055725,5988550,2246450,10422540,11427050,14035320,8214260,3951185,8145805,1409625,2681290,4196360,2231510,14497735,3072875,30759405,15135200,974840,15687135,5180790,6981525,20072035,1758435,7251695,1258785,9011860,43195255,4194790,1109520,13308515,11882235,3063495,7882995,698725
6945360,1110405,10337970,4228620,60567225,8598585,5869825,1612195,33999375,15138595,2438120,2343460,18704645,8708080,4453245,4041295,6057865,5991370,2246870,10422480,11428890,14040740,8218420,3954285,8150005,1409765,2682130,4198880,2231710,14497375,3074155,30767465,15144270,975140,15692535,5185010,6983905,20077865,1758975,7254895,1259065,9016900,43229505,4196990,1108830,13310945,11890275,3064055,7885935,698865
6916550,1108945,10301590,4207770,60343875,8531255,5838045,1608695,33905855,15120615,2436390,2329270,18661135,8684030,4445075,4022215,6050395,5973200,2234220,10373680,11382420,14004330,8146210,3932865,8103785,1407575,2672980,4166020,2226740,14446895,3062615,30679025,15106700,974040,15639475,5179180,6944845,20013925,1753575,7208375,1253925,8944530,43149835,4177780,1105650,13241155,11828255,3052725,7848125,696085
6900590,1097095,10232820,4198820,60194735,8499215,5816105,1595585,33824395,15045665,2421860,2321450,18518045,8653970,4434205,4009265,6013575,5948190,2228690,10345710,11359810,13923260,8120970,3919005,8085335,1402705,2667870,4158070,2208070,14411115,3050435,30461155,14997940,972570,15510885,5145470,6916585,19917895,1752285,7147095,1245465,8909800,42947035,4146200,1104340,13195905,11774275,3044665,7773555,692285
6884990,1095895,10186170,4185410,60028915,8461305,5798865,1592225,33720955,14959225,2402770,2317690,18470245,8625150,4419615,3998055,5992405,5930100,2218420,10268590,11297760,13887780,8095680,3908505,8041595,1398925,2656410,4136290,2198500,14355425,3044815,30350485,14933110,960470,15445155,5136900,6902115,19817515,1743595,7126465,1236665,8881290,42851235,4136920,1102050,13147245,11742125,3039565,7755705,690825
6864150,1094005,10174060,4179690,59911895,8440415,5784635,1584875,33644505,14913365,2400210,2300470,18427915,8583480,4355535,3996425,5983005,5924510,2213100,10242600,11278550,13869960,8085140,3902225,8024065,1391745,2649320,4135570,2194610,14304985,3024205,30337435,14882390,955150,15408605,5134550,6891705,19775475,1741445,7118205,1235545,8866590,42768465,4126020,1088940,13117025,11708255,3038725,7741485,690305
6858210,1093025,10168250,4178290,59727005,8414945,5770695,1582875,33596755,14885345,2397360,2298650,18394225,8572950,4353845,3995115,5963495,5911410,2211000,10235470,11242170,13858110,8052850,3896935,8020505,1388235,2638790,4118810,2190590,14300935,3021865,30256605,14821450,955150,15400305,5131160,6886515,19726945,1739855,7073085,1230665,8848720,42743725,4125880,1084560,13082895,11699595,3038725,7733765,690305
6858210,1093025,10168350,4178290,59727005,8414945,5770695,1582875,33596755,14885345,2397360,2299210,18394225,8572950,4353845,3995115,5963495,5911410,2211000,10235470,11242670,13858110,8052850,3896935,8020505,1388235,2638790,4118810,2190590,14300935,3023035,30256705,14821450,955150,15400305,5131160,6886515,19731845,1739855,7073085,1230665,8848720,42743725,4125880,1084560,13082895,11699595,3038725,7733765,690305
6858210,1093025,10172860,4178290,59727285,8414945,5766015,1582875,33590905,14885345,2397220,2300470,18394225,8572950,4353845,3995115,5963495,5912580,2209830,10235470,11242770,13858110,8052850,3896935,8020505,1388235,2638790,4118950,2190590,14299765,3023035,30256705,14821450,955150,15400305,5131160,6886515,19735145,1739855,7073085,1225985,8848720,42743725,4125880,1084560,13079385,11704075,3038725,7732595,690305
6829510,1089275,10143070,4161500,59569885,8369125,5749685,1579875,33503395,14852355,2390390,2293970,18325405,8546670,4331825,3978435,5950125,5901020,2198100,10207120,11177680,13828620,7994350,3891415,7996135,1384285,2630910,4113230,2186780,14267635,3015045,30154585,14754970,947340,15366135,5114950,6869705,19691235,1730845,7044525,1220015,8814240,42562355,4113670,1075350,13031455,11675975,3032115,7710425,690105
6781040,1083215,10036740,4140980,59306315,8299095,5722565,1570095,33351315,14777775,2368350,2261400,18113255,8455560,4311505,3950865,5885175,5879880,2175400,10153860,11096200,13694140,7971330,3866975,7954495,1374345,2607970,4068660,2170870,14170585,2980135,29952015,14657260,938950,15230175,5083230,6817905,19562985,1713805,6995145,1212995,8705590,42262415,4071450,1075070,12931365,11579165,3016705,7611245,680655
6757960,1079085,10006630,4122520,59085375,8262245,5701935,1565475,33220275,14672245,2356920,2250890,18049065,8426220,4299445,3922855,5847815,5853400,2170380,10102830,11055410,13659110,7923240,3857805,7894885,1370835,2588370,4056360,2159400,14114065,2964635,29871485,14538370,938850,15176975,5067900,6781375,19501805,1708145,6964435,1211955,8676360,42177385,4066240,1061750,12884195,11527415,3010965,7549885,678515
6742810,1077805,9983880,4117320,58979155,8254105,5683545,1563375,33166945,14605945,2353000,2239990,18005425,8406060,4290915,3915075,5832255,5838910,2162390,10081710,11027240,13623280,7895860,3854185,7871555,1366845,2582250,4045120,2154510,14083045,2960895,29809255,14483780,932610,15137395,5065130,6770765,19474165,1707165,6946225,1210475,8658140,42090785,4048470,1054960,12869745,11494185,2999975,7525725,677535
6736230,1075325,9972750,4111730,58777865,8226595,5656635,1563375,33127695,14600245,2352860,2237550,17968045,8390060,4284685,3908125,5824085,5831890,2162390,10070980,11005590,13611970,7866110,3844435,7851565,1363095,2578610,4024060,2154510,14074475,2956735,29694275,14460000,932610,15113875,5063760,6766085,19443325,1704825,6911375,1205595,8654250,42069835,4042520,1054960,12804255,11473395,2999525,7501295,675195
6736650,1075325,9973870,4111730,58782905,8227015,5656635,1563375,33128955,14600525,2353000,2237890,17968045,8390060,4284685,3908685,5824085,5832030,2162250,10071260,11005590,13611970,7866110,3844435,7851985,1363095,2578750,4025460,2154510,14074475,2956735,29694275,14460700,932610,15113875,5064040,6766365,19443325,1704825,6911375,1205735,8654390,42073895,4042660,1054960,12804535,11473775,2999525,7501435,675195
6738280,1069475,9950100,4114670,58791865,8230095,5652185,1562485,33133515,14604205,2353280,2238170,17968315,8387800,4284865,3911485,5824315,5826360,2161920,10068590,10989900,13601290,7864700,3845465,7854785,1355745,2579310,4027000,2149080,14072925,2955515,29684785,14454970,932610,15116855,5060430,6766785,19438775,1704825,6912355,1204845,8656450,42069505,4043830,1054960,12818065,11482935,3001065,7502315,674445
